time,temperature
0.0,20.0
0.010101010101010102,20.317119598282822
0.020202020202020204,20.632962267868745
0.030303030303030304,20.946256221802052
0.04040404040404041,21.255739935905396
0.05050505050505051,21.560167228492435
0.06060606060606061,21.85831227830164
0.07070707070707072,22.148974560445858
0.08080808080808081,22.430983680502344
0.09090909090909091,22.70320408727799
0.10101010101010102,22.964539645273202
0.11111111111111112,23.213938048432695
0.12121212121212122,23.45039505741056
0.13131313131313133,23.672958543287667
0.14141414141414144,23.880732321458783
0.15151515151515152,24.07287976025168
0.16161616161616163,24.24862714974757
0.17171717171717174,24.40726681723791
0.18181818181818182,24.54815997677259
0.19191919191919193,24.670739301325533
0.20202020202020204,24.77451120722037
0.21212121212121213,24.85905784161771
0.22222222222222224,24.92403876506104
0.23232323232323235,24.96919232230627
0.24242424242424243,24.994336695915038
0.25252525252525254,24.999370638369374
0.26262626262626265,24.984273879759712
0.27272727272727276,24.949107209404662
0.2828282828282829,24.894012231073894
0.29292929292929293,24.81921079279971
0.30303030303030304,24.725004093573343
0.31313131313131315,24.611771470522907
0.32323232323232326,24.47996887145668
0.33333333333333337,24.33012701892219
0.3434343434343435,24.162849273173855
0.3535353535353536,23.978809202654162
0.36363636363636365,23.77874787177129
0.37373737373737376,23.563470856894313
0.38383838383838387,23.33384500258146
0.393939393939394,23.090794931103026
0.4040404040404041,22.83529931931385
0.4141414141414142,22.56838695786703
0.42424242424242425,22.291132608637053
0.43434343434343436,22.004652677033068
0.4444444444444445,21.710100716628343
0.4545454545454546,21.40866278420715
0.4646464646464647,21.1015526639327
0.4747474747474748,20.790006979866746
0.48484848484848486,20.475280216520915
0.494949494949495,20.158639667490338
0.5050505050505051,19.841360332509662
0.5151515151515152,19.524719783479085
0.5252525252525253,19.20999302013325
0.5353535353535354,18.898447336067296
0.5454545454545455,18.59133721579285
0.5555555555555556,18.289899283371657
0.5656565656565657,17.99534732296693
0.5757575757575758,17.708867391362947
0.5858585858585859,17.43161304213297
0.595959595959596,17.164700680686146
0.6060606060606061,16.909205068896974
0.6161616161616162,16.66615499741854
0.6262626262626263,16.436529143105684
0.6363636363636365,16.221252128228706
0.6464646464646465,16.021190797345838
0.6565656565656566,15.837150726826144
0.6666666666666667,15.669872981077805
0.6767676767676768,15.52003112854332
0.686868686868687,15.388228529477091
0.696969696969697,15.274995906426659
0.7070707070707072,15.18078920720029
0.7171717171717172,15.105987768926106
0.7272727272727273,15.050892790595338
0.7373737373737375,15.015726120240288
0.7474747474747475,15.000629361630626
0.7575757575757577,15.00566330408496
0.7676767676767677,15.03080767769373
0.7777777777777778,15.075961234938958
0.787878787878788,15.140942158382291
0.797979797979798,15.22548879277963
0.8080808080808082,15.329260698674467
0.8181818181818182,15.451840023227408
0.8282828282828284,15.592733182762089
0.8383838383838385,15.751372850252428
0.8484848484848485,15.927120239748321
0.8585858585858587,16.119267678541217
0.8686868686868687,16.327041456712333
0.8787878787878789,16.549604942589443
0.888888888888889,16.786061951567305
0.8989898989898991,17.035460354726798
0.9090909090909092,17.29679591272201
0.9191919191919192,17.569016319497656
0.9292929292929294,17.851025439554142
0.9393939393939394,18.141687721698364
0.9494949494949496,18.439832771507568
0.9595959595959597,18.744260064094604
0.9696969696969697,19.053743778197948
0.9797979797979799,19.367037732131255
0.98989898989899,19.682880401717178
1.0,20.0
